book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
1751,119,7,864,648,4,7,2011,33,3
1437,105,5,11448,515,7,45,2008,8,7
2913,27,9,27443,438,10,5,2013,165,2
1095,150,7,9012,617,5,37,2014,130,6
841,141,8,2561,167,7,1,2014,114,3
1000,367,8,22057,308,4,10,2006,183,1
1514,386,8,15095,223,6,30,2011,143,1
2843,194,7,7532,306,7,40,2013,109,4
2333,23,8,10083,588,4,43,2018,96,5
746,227,8,26954,204,8,16,2020,133,5
2159,399,8,20380,159,7,32,2000,89,6
1075,140,4,27944,153,10,24,2000,98,7
177,445,5,24808,211,7,24,2003,132,3
2300,125,3,11964,547,2,10,2002,60,4
1586,84,8,15384,644,9,17,2015,190,2
1452,198,7,23321,672,3,41,2002,101,6
1328,437,7,13873,140,2,16,2001,131,2
1593,363,3,28194,568,9,49,2002,117,4
1949,106,6,23448,331,3,13,2006,135,4
1327,171,4,19676,165,9,35,2020,28,5
1708,158,3,2429,215,1,10,2001,59,4
195,225,8,19437,691,9,25,2003,12,4
1618,45,1,596,700,2,44,2021,52,5
146,142,9,20767,87,7,2,2017,49,4
2022,184,7,11981,80,7,23,2008,198,1
973,323,1,18142,635,3,24,2018,74,4
392,158,5,9737,439,7,14,2008,77,7
736,425,10,24336,322,1,22,2002,35,6
1090,169,4,7118,188,3,3,2019,142,4
162,291,1,17719,296,10,29,2007,141,7
2858,202,10,6327,76,8,14,2002,136,5
1584,206,4,21482,549,6,29,2002,109,4
1992,170,3,26266,196,3,30,2003,142,1
1757,212,8,17491,218,5,27,2016,56,2
2872,216,1,22068,379,10,5,2000,6,4
280,285,10,6969,262,3,27,2005,51,6
1110,69,5,9361,271,2,37,2014,18,7
2920,412,9,22892,328,2,40,2003,153,3
32,436,1,9204,583,3,44,2017,199,4
19,269,10,29260,363,1,50,2016,131,5
1377,61,9,7396,319,1,6,2003,176,2
2356,38,3,29376,352,3,22,2001,189,5
2523,130,6,17246,213,8,25,2010,121,5
2055,423,5,19877,618,4,28,2003,62,2
1797,442,8,4370,330,4,40,2010,139,2
1125,114,5,18791,338,6,29,2021,40,7
376,112,4,20584,417,6,14,2000,157,4
2495,279,2,908,332,9,36,2008,95,2
669,318,5,17443,668,7,18,2006,22,6
1816,446,3,6176,678,8,31,2007,148,6
1410,142,5,24137,670,1,5,2021,113,4
372,420,9,29032,435,1,41,2013,70,3
239,258,3,5214,630,1,32,2017,23,2
1511,6,2,8330,569,5,38,2007,188,7
2227,365,5,19154,688,1,19,2007,110,1
657,191,10,27551,304,3,14,2000,99,1
911,346,10,21820,85,1,49,2011,38,2
40,55,3,16558,606,7,37,2007,138,3
911,58,9,6113,334,1,16,2005,36,4
893,140,1,2311,623,7,3,2010,141,4
2229,349,6,17098,301,3,6,2018,194,6
2852,392,2,18947,261,6,24,2007,155,3
1972,168,7,11281,385,9,45,2002,184,5
1432,373,4,11005,359,5,37,2003,168,7
1301,23,10,12103,302,7,15,2020,40,2
45,440,7,12023,194,8,17,2011,72,4
2529,157,3,3137,458,5,19,2013,89,5
659,396,4,11560,685,7,45,2017,66,4
962,18,4,11220,246,4,15,2011,42,1
382,346,7,21122,461,4,2,2006,115,3
1115,122,5,19564,469,3,38,2012,197,5
1092,29,10,24078,257,7,35,2007,97,1
2722,257,9,5588,669,2,16,2002,133,4
415,239,9,1906,76,7,31,2014,125,1
1246,202,5,11597,150,1,44,2000,25,4
1616,347,5,22989,659,4,26,2016,80,4
637,117,9,23224,320,9,24,2008,194,1
2711,232,3,14328,79,2,30,2014,102,6
528,137,6,28293,657,10,19,2012,147,3
1533,333,4,2865,602,8,44,2007,16,4
1713,16,6,699,296,7,12,2019,178,4
2597,210,7,10241,326,6,1,2005,161,1
157,180,4,6038,97,6,47,2003,65,6
2406,17,2,12985,413,9,40,2010,133,4
366,176,6,6253,160,5,11,2008,100,1
2024,428,4,16750,324,4,32,2003,122,5
1453,392,1,5662,323,3,50,2007,12,3
2996,419,6,18135,356,8,50,2005,8,5
441,325,2,13273,318,4,42,2004,103,6
904,220,5,19966,81,4,41,2021,150,2
2234,252,2,24745,215,8,18,2004,32,2
1674,277,5,12708,367,6,12,2007,63,4
2717,288,6,4599,175,8,22,2016,43,1
1789,305,6,15602,213,8,15,2000,93,3
1056,313,6,20664,163,9,2,2018,158,7
1676,123,3,9944,439,3,20,2002,157,4
2026,426,7,14903,112,6,24,2012,90,5
635,139,8,10126,461,5,32,2005,72,1
394,235,3,9622,605,8,25,2001,46,3
1220,20,3,19515,281,9,10,2008,70,3
2411,293,8,25747,444,8,28,2000,127,1
81,343,4,12908,671,4,14,2018,197,2
1427,250,9,17055,473,4,27,2016,53,7
2561,415,3,6071,347,5,37,2019,154,3
1421,33,1,5626,521,5,38,2003,85,3
1095,321,10,19035,521,6,4,2011,18,5
117,338,3,14983,90,1,29,2005,20,5
29,37,8,14260,347,5,46,2010,90,1
2703,396,3,8530,400,7,38,2004,181,1
1752,196,1,6852,179,1,7,2020,108,5
550,283,9,15433,243,9,14,2014,114,7
1932,374,6,17039,161,7,24,2010,170,3
1611,319,7,1764,293,5,43,2012,110,3
1448,254,5,23432,308,2,23,2014,26,7
603,333,9,14479,241,6,4,2016,10,2
850,379,4,10810,675,9,10,2015,85,1
668,161,9,7355,342,1,18,2002,182,2
2825,342,5,572,199,6,40,2006,192,2
1761,331,1,2862,140,8,14,2020,171,6
1342,332,3,12083,406,8,17,2007,14,6
486,194,10,17508,693,5,17,2010,153,3
1777,422,9,12594,117,7,18,2003,18,4
2912,295,2,24823,574,2,2,2000,42,7
1065,5,5,19674,143,6,24,2014,33,2
2070,218,5,23467,188,10,27,2006,156,3
87,122,8,3063,700,3,18,2021,131,7
1042,130,1,20481,442,5,31,2016,7,4
1256,307,10,6892,197,7,49,2008,155,4
2926,250,5,3853,270,10,24,2003,188,7
1688,233,9,13429,586,3,46,2002,194,1
2299,222,1,7827,256,8,12,2019,182,3
1669,309,2,6322,493,1,15,2015,90,6
1575,392,9,14589,680,1,14,2018,105,7
2337,69,3,26153,101,9,23,2008,130,3
2001,115,9,8288,343,8,20,2008,141,4
1806,305,1,9610,362,6,8,2006,11,5
1678,51,3,1957,608,6,44,2012,4,7
1600,144,9,24200,101,8,28,2014,124,2
2608,185,1,14836,261,1,18,2015,175,1
349,325,8,22805,665,7,4,2004,106,3
1834,94,8,11373,332,6,41,2015,11,3
2709,239,6,23984,473,2,22,2021,72,3
965,338,6,14186,417,3,18,2001,185,2
1289,117,8,1,497,10,16,2015,183,6
1195,53,8,7491,649,7,16,2011,46,2
908,256,7,2991,345,2,9,2003,11,6
1475,366,4,29949,453,4,48,2021,47,7
1464,202,2,25241,189,2,13,2006,165,4
1361,309,2,26032,653,5,46,2013,189,3
80,43,9,25513,372,3,40,2000,5,4
2653,232,2,26735,542,7,30,2005,55,4
2865,96,3,19360,673,10,31,2008,165,7
2480,79,7,25628,107,4,12,2008,131,1
2141,153,4,15262,343,7,12,2011,95,1
2458,225,2,20544,173,4,1,2003,126,3
2668,146,6,7226,515,1,29,2005,49,5
1265,9,8,10891,117,8,23,2016,54,6
1989,314,8,7175,545,3,15,2020,140,4
2996,126,4,5332,680,8,47,2012,67,1
1397,356,5,28535,510,2,17,2003,65,2
1256,163,4,4538,292,7,4,2006,117,3
58,413,3,28536,164,6,45,2014,199,7
2907,81,6,3832,572,1,46,2017,180,7
1615,198,8,9055,123,5,31,2008,159,3
974,417,2,7840,299,4,14,2010,125,5
2846,422,1,29127,193,10,14,2017,47,6
1516,102,10,10102,408,2,15,2004,10,5
1669,312,4,25434,287,8,32,2013,195,5
2194,400,8,26681,157,4,33,2005,44,1
1857,251,7,21583,685,4,41,2004,186,2
2270,352,9,8348,351,6,48,2020,72,2
2315,356,8,10777,558,8,30,2013,150,1
1591,237,2,18039,474,7,24,2010,119,7
1210,307,3,27237,552,9,28,2000,30,2
2466,293,5,17895,481,2,42,2006,175,1
124,331,10,3323,270,4,41,2001,128,6
304,428,8,8678,534,10,28,2018,109,3
810,143,7,1946,260,8,38,2016,129,5
1100,58,1,2061,503,6,12,2011,56,1
437,279,10,14977,450,9,7,2002,19,3
2175,62,9,9503,669,6,31,2013,82,7
2953,25,7,27477,555,1,10,2008,131,6
726,266,9,28857,291,5,2,2011,149,2
2820,150,1,23730,293,9,36,2017,97,6
2661,391,9,6904,687,8,25,2021,117,6
1397,425,2,9916,135,7,27,2012,97,6
2700,23,3,4224,655,4,15,2003,22,7
1633,1,4,27278,221,8,20,2015,170,5
1294,249,3,11238,494,9,21,2013,11,6
1617,332,9,1515,665,5,4,2008,105,5
1347,16,6,26774,199,4,13,2018,91,5
227,138,1,11965,666,1,46,2015,165,6
1495,296,1,6457,671,7,45,2008,72,7
246,40,2,21100,390,2,6,2020,161,3
423,225,1,25854,489,5,9,2000,6,5
918,420,9,10420,379,9,33,2014,177,4
2602,175,8,21751,478,10,40,2017,179,3
2637,284,10,21139,577,2,44,2014,53,3
470,264,3,15501,251,2,16,2013,5,4
2221,336,1,18168,491,2,45,2007,119,7
1343,161,3,14626,206,6,30,2007,157,1
2168,102,5,28542,166,10,11,2003,12,2
523,243,5,12343,144,3,29,2020,166,5
1538,144,6,25091,187,9,19,2021,34,4
1202,377,8,3265,562,9,40,2017,125,2
756,404,10,19121,276,5,14,2010,136,7
641,303,5,29486,379,9,15,2017,66,5
775,196,2,2323,485,8,46,2010,158,3
2084,39,5,4539,422,8,43,2006,42,7
1844,106,10,22772,91,5,37,2016,128,5
882,419,3,17262,465,10,26,2007,164,7
2140,361,7,5701,442,4,43,2005,95,2
365,436,8,15717,262,7,35,2017,42,7
2635,196,9,17431,517,7,35,2013,74,1
1657,152,6,4868,323,3,24,2019,29,5
621,323,3,15654,292,3,38,2005,144,2
973,192,1,968,174,1,45,2013,44,4
796,176,10,21641,392,6,5,2002,52,4
2619,246,9,26969,576,10,36,2007,38,4
2715,247,2,5456,272,7,28,2020,171,2
2510,210,8,20472,378,6,18,2011,152,6
1295,339,1,20673,529,5,23,2014,38,4
2486,151,9,8472,489,2,8,2008,148,6
1976,187,2,1128,458,3,34,2000,150,1
779,268,5,10909,179,6,9,2006,86,5
368,389,5,29994,302,7,35,2015,112,3
589,48,1,7397,617,2,36,2001,175,7
262,50,4,23434,76,8,36,2003,15,1
263,409,7,15246,395,9,5,2002,44,5
316,120,1,6580,391,7,49,2020,116,2
1125,201,7,22976,437,1,36,2010,138,4
473,450,7,6834,131,4,1,2017,69,7
848,329,8,8764,429,1,23,2003,197,3
2899,341,9,20350,363,3,6,2021,13,2
353,39,6,17661,236,3,22,2017,147,5
2184,383,4,7067,85,9,33,2015,41,3
1077,68,9,11469,441,1,1,2021,50,7
1774,39,1,15006,670,7,42,2002,192,1
1085,135,4,22372,235,6,6,2003,155,3
821,125,8,14180,395,9,17,2004,158,6
1555,7,7,18270,279,7,29,2003,110,2
2066,4,3,17173,310,2,50,2017,145,5
665,445,5,20303,567,2,28,2018,53,6
1613,337,10,25596,176,2,38,2017,62,1
191,340,1,3487,351,1,16,2006,199,1
2196,348,7,13625,266,1,16,2008,176,3
21,192,7,29012,310,5,38,2003,60,3
2681,17,10,15222,276,9,36,2013,28,5
265,14,5,25368,568,2,26,2015,180,5
2139,86,6,4163,416,6,9,2019,91,2
827,399,3,11720,256,3,37,2002,116,6
721,58,6,8388,128,2,43,2009,45,5
449,281,2,5912,164,3,28,2002,149,2
136,249,2,7798,662,4,34,2001,171,7
2778,47,3,19856,439,10,39,2004,171,4
2,301,1,3271,286,5,41,2001,54,5
2074,291,2,13032,617,8,4,2012,45,3
2170,266,8,10126,230,2,23,2016,168,3
785,297,7,27724,100,4,15,2021,12,1
1970,22,9,29301,402,6,16,2014,1,5
1583,359,7,18918,574,2,27,2008,121,3
350,261,1,12771,688,5,45,2014,10,5
1337,338,6,10253,312,6,19,2017,137,7
72,39,5,23120,465,1,23,2020,104,6
1975,279,6,2571,575,9,30,2006,180,3
881,64,7,22251,152,1,47,2002,197,7
1076,35,6,11546,509,1,11,2014,7,4
1865,79,10,7862,623,7,8,2012,162,1
1086,328,4,5055,525,2,4,2007,111,1
1309,351,2,12565,102,1,44,2021,32,2
201,222,3,25460,130,6,31,2003,132,7
2123,209,8,24158,234,10,15,2013,127,1
1486,81,9,6374,550,2,47,2001,65,3
1747,20,7,23978,697,1,45,2007,155,5
430,303,6,7201,208,6,47,2003,82,7
71,45,9,13201,147,3,31,2006,18,3
2083,353,3,26366,558,6,46,2002,144,3
2907,362,6,25263,364,7,31,2020,145,4
1613,170,8,7272,273,9,50,2006,154,1
613,409,9,19416,307,5,45,2013,58,5
1526,105,6,22922,579,2,14,2013,17,4
1643,207,6,14408,172,10,2,2007,19,1
741,48,7,25007,104,1,24,2014,50,6
2805,98,2,4998,499,2,6,2011,115,6
1650,407,1,776,574,2,5,2018,51,6
562,137,7,16110,376,7,26,2001,156,1
2173,342,2,28145,481,8,3,2008,42,6
1724,219,10,4601,314,2,39,2016,119,7
641,348,10,21785,541,8,47,2019,92,6
842,411,9,1749,83,4,45,2003,42,6
433,49,8,26714,503,8,10,2008,174,3
1783,99,10,16902,230,3,8,2004,153,7
1299,16,1,14218,90,7,41,2000,2,3
1190,363,5,8114,87,6,22,2020,171,3
936,28,9,5568,228,9,31,2013,50,2
1491,290,7,8370,89,1,34,2007,25,6
2241,261,2,16102,368,8,34,2006,154,3
2165,55,10,13141,149,3,40,2000,127,5
2611,38,4,29519,665,4,29,2020,71,5
2967,296,9,10191,402,7,44,2011,46,7
1901,120,6,15657,171,3,41,2014,109,7
1571,407,9,4081,208,8,1,2019,170,7
1487,121,2,22771,608,10,14,2020,160,5
663,248,6,11957,512,2,23,2005,49,6
2946,321,4,21025,152,9,36,2020,26,6
2163,333,4,25194,315,6,22,2005,180,1
1684,199,1,27108,352,8,6,2002,1,1
964,160,2,4029,230,10,33,2021,151,3
2393,219,7,4464,357,7,11,2012,41,7
1012,56,5,20965,464,6,20,2004,9,7
2580,315,6,14390,329,7,4,2008,42,5
190,380,5,11460,103,9,32,2020,129,3
440,227,7,21371,145,6,10,2018,24,2
340,321,10,14065,610,9,26,2012,47,2
34,271,7,27577,311,10,38,2021,106,3
925,447,10,10996,661,4,19,2006,101,4
1082,220,4,19871,192,2,50,2005,136,7
321,360,3,17966,623,10,18,2013,186,2
2341,366,2,22469,524,6,13,2003,73,5
2025,47,1,28015,416,7,42,2012,51,1
641,57,4,14152,261,5,7,2014,160,2
686,101,5,29245,371,3,34,2012,38,6
1217,311,8,10213,529,8,2,2017,62,2
1365,215,5,7354,661,6,16,2003,54,4
1345,46,3,4306,511,4,5,2002,14,5
2526,340,8,1553,489,1,21,2009,115,6
2756,272,6,10292,220,5,35,2001,179,7
1219,143,2,10388,638,6,2,2008,170,5
2183,12,6,10139,453,8,1,2007,125,4
464,330,3,27239,566,6,16,2011,83,2
1264,183,2,20520,115,9,9,2000,13,4
2488,184,8,10997,245,9,46,2009,102,2
1340,213,1,456,229,1,50,2021,162,1
1978,134,2,9251,124,10,29,2007,22,7
1651,331,8,14239,423,10,17,2003,108,2
2135,324,2,20478,285,3,15,2017,127,5
1320,330,6,8227,143,2,22,2013,158,4
2845,98,4,8857,350,3,5,2001,17,1
2690,241,4,5971,633,8,23,2018,98,7
2787,21,4,12769,117,7,37,2015,67,4
1379,227,2,11921,416,2,42,2000,6,1
1258,74,4,27770,170,5,18,2006,62,1
2651,59,9,14972,216,10,25,2006,116,1
461,397,1,2858,547,9,8,2010,53,7
2853,207,9,4260,224,1,37,2015,192,7
1217,106,6,6760,654,7,43,2009,90,2
2224,115,8,12353,184,1,3,2015,89,5
1753,336,7,17015,142,3,49,2006,180,7
1186,416,3,26256,520,2,7,2014,9,5
2443,141,7,24030,432,4,14,2020,177,3
1140,295,4,1227,113,5,32,2020,82,4
921,248,2,19914,170,8,45,2010,99,2
2336,182,2,18038,525,10,23,2016,190,2
1931,156,7,14589,311,1,34,2021,192,3
2921,363,5,11549,127,8,2,2015,159,2
1428,182,10,18243,332,10,12,2010,172,4
1862,153,3,2201,116,1,29,2002,111,3
1330,390,8,15727,635,3,8,2021,200,4
2856,286,2,11112,444,3,34,2002,133,7
2615,183,5,10139,269,10,13,2002,179,5
265,57,9,3328,541,9,1,2005,166,4
2424,178,7,9219,674,4,16,2003,176,2
1449,193,3,14154,162,7,3,2015,73,2
1963,282,7,21176,284,5,47,2014,26,3
2261,352,9,15189,269,6,7,2007,77,2
895,63,4,24109,236,3,24,2021,78,4
1327,67,4,5586,409,8,36,2019,173,6
869,5,4,29625,406,9,45,2015,101,6
2076,370,9,24704,118,9,34,2001,127,2
653,398,6,28475,469,3,17,2014,118,3
2956,429,10,2744,84,8,7,2020,31,6
79,398,9,23114,383,10,29,2012,55,1
289,360,6,1016,446,10,30,2009,62,1
1313,334,9,5592,400,9,28,2011,20,2
1672,83,10,16571,181,5,12,2003,40,7
1044,417,10,19292,166,1,7,2016,109,2
121,253,2,24210,248,1,30,2016,128,2
858,358,4,16299,606,5,10,2016,20,7
1762,386,10,10036,106,3,27,2014,79,4
565,159,9,22313,382,10,1,2014,196,2
2973,158,4,9837,154,7,23,2000,112,6
1378,167,1,14765,500,5,24,2012,126,6
1146,363,6,23556,509,1,40,2019,86,3
2999,187,9,24708,503,2,38,2014,34,1
121,226,8,27312,208,2,19,2011,91,6
857,233,10,26174,516,8,14,2017,101,4
2647,303,3,22620,382,2,16,2015,128,5
2468,261,10,9367,637,6,21,2002,8,5
2891,394,1,11885,593,3,37,2003,193,2
251,161,4,25785,475,10,36,2000,70,3
2082,411,6,307,455,3,4,2014,91,3
153,244,2,27660,258,6,9,2004,62,4
2108,183,9,1199,343,5,34,2004,156,4
97,185,10,5586,225,2,31,2004,25,7
536,158,3,17075,510,4,20,2008,110,3
2264,169,10,4168,202,3,40,2011,196,4
1504,417,8,26989,320,6,4,2015,185,2
1853,25,10,19478,614,5,18,2010,38,2
2143,78,3,11789,92,3,6,2018,197,7
1853,303,3,29316,112,8,46,2016,22,5
230,286,5,3773,259,5,29,2011,153,6
2064,398,1,16725,271,5,34,2005,1,3
2675,317,1,5712,243,4,24,2013,147,4
282,343,3,17746,97,2,48,2015,110,6
2708,392,3,17192,370,6,48,2009,113,3
2442,206,6,15105,364,4,8,2016,61,7
301,211,9,23474,337,10,4,2018,104,1
408,334,10,10962,327,1,20,2004,8,7
2226,331,5,18564,357,3,28,2000,177,1
451,142,3,16086,126,8,23,2010,42,6
690,292,5,13520,591,4,26,2006,143,7
1367,324,2,18064,314,5,27,2018,56,5
2423,210,10,6328,311,7,48,2015,112,7
180,10,6,491,414,2,46,2006,123,6
1323,45,6,24024,613,8,28,2001,52,5
2249,93,5,28118,450,9,46,2016,59,2
1672,78,3,1346,110,6,31,2017,101,4
2810,159,8,28175,112,8,45,2010,4,5
2795,346,3,15774,318,9,17,2008,8,4
2764,236,10,14267,550,6,7,2021,9,3
2159,89,5,25154,245,6,10,2001,8,5
818,204,10,25512,278,2,43,2000,136,3
91,92,1,12161,452,4,22,2013,185,4
1492,270,8,23467,310,2,8,2010,30,4
2416,119,1,19740,510,3,49,2004,17,6
2072,330,10,4700,301,4,11,2012,86,5
310,426,3,990,473,7,32,2001,144,1
828,349,3,19947,142,1,30,2009,107,5
675,174,1,21599,503,7,28,2006,190,4
1472,78,3,20641,158,7,13,2009,84,7
945,186,3,17451,218,5,16,2010,12,6
830,197,8,16054,135,1,24,2004,7,5
220,171,9,29614,592,5,7,2002,181,4
2525,363,6,10521,653,3,34,2000,82,3
2011,353,1,20564,639,3,24,2019,56,5
2594,300,8,22449,591,6,43,2018,111,6
974,307,4,17538,385,7,19,2006,172,4
1146,306,6,14124,441,1,46,2015,143,4
1896,97,1,20435,680,10,26,2009,23,2
450,46,3,3050,586,2,45,2018,106,7
2205,364,7,2515,605,4,6,2001,109,7
1769,245,4,19544,214,5,33,2018,168,1
2932,406,1,7468,359,9,37,2005,152,4
1618,88,3,29963,478,6,22,2020,13,1
555,325,8,10631,634,6,34,2004,90,4
1548,257,3,21199,225,3,8,2007,40,1
1319,280,6,1337,417,3,22,2005,155,1
149,438,2,23257,599,3,41,2016,125,2
1325,111,3,632,219,6,12,2017,95,6
1301,349,8,18105,271,5,49,2005,184,7
2239,139,8,7262,218,7,36,2016,122,4
147,256,6,14513,460,5,50,2018,33,2
1435,265,6,2890,475,2,18,2008,70,6
1684,75,8,21231,467,7,15,2021,93,4
1289,179,4,14008,232,4,31,2010,162,7
429,203,6,1851,249,4,32,2016,68,1
1969,165,5,12257,559,7,36,2011,33,6
2137,283,2,25402,420,9,19,2014,71,7
2400,178,4,3262,375,1,4,2005,198,7
2629,168,9,8853,469,6,39,2017,53,2
36,172,1,27352,277,6,4,2002,111,2
2972,292,4,2117,303,3,3,2005,119,7
250,393,1,29485,519,9,37,2019,93,7
2724,387,7,10684,337,9,14,2019,83,1
2243,374,1,24192,315,6,25,2019,36,3
170,32,8,23923,90,9,32,2015,24,1
2003,437,1,12628,590,6,3,2005,85,2
924,297,9,2729,445,5,14,2004,40,1
1771,238,4,22501,79,5,39,2002,67,6
2728,253,6,8678,634,4,3,2009,174,3
3,429,10,2594,178,2,15,2015,35,7
2133,369,6,13261,614,10,28,2004,32,2
1264,394,10,11109,337,8,43,2014,96,2
287,356,9,20736,542,2,32,2009,145,4
510,161,5,4809,260,3,45,2001,32,4
882,411,4,4117,699,3,20,2021,59,6
249,103,4,2618,494,8,37,2006,66,5
1649,445,3,12341,490,1,22,2021,121,2
2151,116,5,5473,183,5,49,2013,15,5
1791,9,2,26566,605,1,50,2013,48,7
923,159,9,18843,612,2,13,2000,147,5
2711,261,10,19893,404,9,17,2015,46,4
1550,155,10,9566,638,4,28,2014,35,7
556,29,4,14627,315,8,8,2013,173,3
1245,441,2,1341,683,5,32,2018,13,2
294,278,6,224,293,8,11,2012,105,1
2336,145,3,22195,481,6,8,2004,192,4
1342,322,2,1870,108,2,17,2015,23,2
1016,384,2,12429,273,10,3,2018,90,2
1600,74,4,5816,224,4,12,2021,198,5
1143,196,6,28457,692,3,31,2007,169,4
1163,81,10,29184,542,3,44,2016,70,4
428,119,5,13905,399,1,9,2007,113,5
2430,431,4,22700,314,4,49,2007,167,6
1798,347,6,22,499,2,42,2018,61,5
2191,202,8,5849,521,8,26,2003,36,2
1812,248,4,3948,164,3,50,2000,154,5
1029,1,10,17274,397,1,27,2006,187,4
1027,277,5,10005,277,6,46,2015,45,4
746,47,8,25749,180,9,48,2020,154,5
1764,213,3,7879,184,6,50,2020,53,4
655,237,1,12421,543,2,44,2014,147,1
1531,447,5,15226,497,2,27,2003,37,7
1109,319,5,9618,111,3,48,2012,31,7
2489,69,9,25257,435,1,14,2010,114,2
2,256,5,27860,389,2,46,2006,86,5
2413,112,8,25795,623,1,39,2018,65,4
1137,58,1,15419,251,5,17,2008,12,4
1011,322,7,18557,235,6,24,2017,59,2
707,222,8,20666,209,9,40,2017,165,4
830,89,4,11609,279,2,35,2004,101,6
2468,265,4,15945,625,8,15,2009,51,6
110,215,6,1080,339,3,7,2000,102,5
2880,74,5,28214,83,8,37,2013,82,7
1203,430,4,4730,336,7,13,2011,122,4
2247,100,5,21369,262,10,45,2021,79,2
1563,281,10,17559,231,7,26,2009,98,5
2211,276,3,18538,440,2,44,2010,47,3
1556,138,6,5496,650,8,40,2009,74,7
2979,422,1,15136,436,2,26,2001,75,2
2027,80,10,27089,489,1,7,2007,160,1
291,297,2,13539,86,6,3,2018,123,7
2527,288,5,2115,666,4,41,2003,171,2
2671,306,7,9245,119,10,26,2003,48,2
1159,132,4,5304,147,7,2,2006,169,5
2118,186,6,21949,470,2,42,2010,19,3
1330,270,6,3863,449,8,7,2005,143,6
1089,407,5,2307,496,9,36,2014,141,6
1393,330,5,8994,272,10,22,2019,18,5
2077,140,4,5444,548,8,47,2001,129,1
2221,181,6,15589,597,8,19,2007,67,2
7,88,1,3819,681,5,12,2011,35,4
1910,280,8,8466,389,10,8,2001,24,3
47,323,1,18518,503,2,36,2002,47,7
1892,404,10,6729,439,1,36,2002,112,1
1715,215,10,762,402,6,6,2016,124,4
2766,91,7,29777,513,3,33,2014,127,3
370,366,7,12531,89,3,37,2017,104,1
2776,124,3,12112,609,5,27,2002,167,1
1808,344,7,11309,126,9,38,2006,2,7
1894,386,1,4214,283,9,17,2005,186,1
2666,242,8,24659,244,5,12,2010,128,5
1252,384,7,3398,168,7,8,2013,74,3
2513,193,6,19883,332,7,4,2000,119,5
1926,393,5,20286,678,1,41,2012,52,7
2325,342,2,4301,212,4,19,2002,86,3
1015,23,8,4469,633,5,13,2007,132,6
1668,295,7,24359,354,4,4,2003,136,5
2348,148,4,21945,627,1,33,2005,93,4
2875,94,4,1778,198,2,7,2017,148,1
2793,286,2,22423,293,4,34,2019,139,7
1929,379,4,19034,626,3,47,2016,157,4
2663,49,2,15138,578,2,4,2017,63,1
368,242,4,1391,178,3,45,2008,13,5
1208,391,8,21642,393,8,19,2004,49,4
2646,102,8,9541,274,4,9,2017,147,3
222,279,5,24375,590,7,36,2005,65,7
2429,235,10,27987,620,7,28,2008,5,5
1270,79,2,19440,654,1,20,2000,55,1
1847,69,7,9084,569,4,45,2004,51,2
1319,353,7,15625,636,8,49,2018,58,5
1808,101,3,19286,223,1,6,2017,38,3
2965,189,1,19729,81,8,32,2013,46,1
2279,129,9,8439,266,3,13,2009,69,6
2362,436,2,8100,380,2,45,2018,36,1
2504,283,8,26137,547,1,19,2007,23,5
1433,39,9,28025,160,4,50,2013,98,1
1658,439,3,25187,612,7,16,2009,7,4
2858,209,4,10141,528,10,17,2002,190,3
1435,13,4,27170,83,4,39,2004,141,3
44,359,1,4629,573,7,39,2000,113,4
1223,444,2,12223,464,1,42,2019,111,6
2295,318,8,6649,197,9,28,2018,167,4
1513,134,5,7274,434,10,22,2019,102,6
1351,109,7,15355,539,1,13,2021,2,5
1223,44,8,16993,420,6,5,2016,55,1
1844,109,9,11484,279,5,48,2011,30,4
1009,427,1,17993,306,7,35,2000,147,1
2283,449,6,9226,437,10,10,2017,174,3
765,87,5,18013,367,6,25,2018,73,5
2359,130,10,15341,554,4,28,2017,78,6
659,137,5,5644,168,10,25,2012,181,3
448,4,4,2934,394,8,47,2011,8,7
2884,406,9,703,362,8,50,2018,94,3
2828,38,1,8930,129,5,1,2006,162,1
1277,94,3,1037,243,10,26,2002,161,4
2930,311,1,17038,524,8,10,2003,51,3
1908,439,1,23439,330,8,43,2008,61,2
1658,30,7,19247,582,5,28,2003,18,1
2811,100,7,2979,308,7,46,2008,94,2
517,30,5,17030,627,1,6,2015,126,2
124,373,10,19486,124,2,10,2004,64,6
1107,127,3,24246,537,6,31,2008,167,5
960,41,4,28701,511,5,16,2002,94,7
1962,69,2,29674,384,9,48,2020,124,6
2765,100,4,2548,353,7,43,2010,148,3
2795,395,10,11139,175,9,14,2018,143,6
784,267,9,27413,555,6,23,2010,26,7
759,132,6,23689,143,1,26,2014,35,3
2330,415,6,21959,82,2,27,2020,31,7
486,285,9,29039,509,8,38,2002,28,6
1066,117,4,26001,434,5,38,2014,92,7
68,99,1,14514,606,6,50,2007,103,1
1167,26,6,21134,138,6,46,2006,26,2
416,300,8,7272,546,5,49,2003,135,1
2090,221,3,28356,696,3,12,2009,85,5
2707,20,1,1243,392,10,18,2005,177,4
210,72,9,1281,656,9,12,2002,174,4
1017,373,8,22739,299,6,32,2017,87,3
1108,379,7,17461,489,5,40,2019,52,1
2175,88,7,15049,122,5,12,2019,41,2
1508,376,8,742,199,7,14,2004,115,6
2783,413,3,27357,170,9,14,2014,34,1
394,348,10,22253,485,7,35,2001,200,7
767,76,9,20825,322,1,18,2002,119,1
