city,date,rate,state
Hyderabad,2019-12-12,79.65,Telangana
Hyderabad,2019-12-13,79.59,Telangana
Hyderabad,2019-12-14,79.53,Telangana
Hyderabad,2019-12-15,79.43,Telangana
Hyderabad,2019-12-16,79.38,Telangana
Hyderabad,2019-12-17,79.33,Telangana
Hyderabad,2019-12-19,79.31,Telangana
Hyderabad,2019-12-26,79.36,Telangana
Hyderabad,2019-12-27,79.43,Telangana
Hyderabad,2019-12-29,79.58,Telangana
Hyderabad,2019-12-30,79.75,Telangana
Hyderabad,2019-12-31,79.85,Telangana
Hyderabad,2020-01-02,79.99,Telangana
Hyderabad,2020-01-03,80.1,Telangana
Hyderabad,2020-01-04,80.2,Telangana
Hyderabad,2020-01-05,80.3,Telangana
Hyderabad,2020-01-06,80.46,Telangana
Hyderabad,2020-01-07,80.61,Telangana
Hyderabad,2020-01-08,80.51,Telangana
Hyderabad,2020-01-09,80.59,Telangana
Hyderabad,2020-01-10,80.74,Telangana
Hyderabad,2020-01-11,80.8,Telangana
Hyderabad,2020-01-12,80.7,Telangana
Hyderabad,2020-01-13,80.57,Telangana
Hyderabad,2020-01-14,80.47,Telangana
Hyderabad,2020-01-16,80.31,Telangana
Hyderabad,2020-01-17,80.16,Telangana
Hyderabad,2020-01-18,80.0,Telangana
Hyderabad,2020-01-19,79.82,Telangana
Hyderabad,2020-01-20,79.7,Telangana
Hyderabad,2020-01-21,79.54,Telangana
Hyderabad,2020-01-22,79.54,Telangana
Hyderabad,2020-01-23,79.36,Telangana
Hyderabad,2020-01-24,79.14,Telangana
Hyderabad,2020-01-25,78.89,Telangana
Hyderabad,2020-01-26,78.59,Telangana
Hyderabad,2020-01-27,78.35,Telangana
Hyderabad,2020-01-28,78.24,Telangana
Hyderabad,2020-01-29,78.24,Telangana
Hyderabad,2020-01-30,78.0,Telangana
Hyderabad,2020-01-31,77.89,Telangana
Hyderabad,2020-02-01,77.74,Telangana
Hyderabad,2020-02-02,77.64,Telangana
Hyderabad,2020-02-03,77.58,Telangana
Hyderabad,2020-02-04,77.53,Telangana
Hyderabad,2020-02-05,77.53,Telangana
Hyderabad,2020-02-06,77.42,Telangana
Hyderabad,2020-02-07,77.2,Telangana
Hyderabad,2020-02-08,76.96,Telangana
Hyderabad,2020-02-09,76.72,Telangana
Hyderabad,2020-02-10,76.58,Telangana
Hyderabad,2020-02-11,76.41,Telangana
Hyderabad,2020-02-12,76.41,Telangana
Hyderabad,2020-02-13,76.41,Telangana
Hyderabad,2020-02-14,76.41,Telangana
Hyderabad,2020-02-15,76.41,Telangana
Hyderabad,2020-02-17,76.41,Telangana
Hyderabad,2020-02-18,76.36,Telangana
Hyderabad,2020-02-19,76.36,Telangana
Hyderabad,2020-02-20,76.36,Telangana
Hyderabad,2020-02-21,76.36,Telangana
Hyderabad,2020-02-24,76.48,Telangana
Hyderabad,2020-02-25,76.48,Telangana
Hyderabad,2020-02-26,76.48,Telangana
Hyderabad,2020-02-27,76.43,Telangana
Hyderabad,2020-02-28,76.43,Telangana
Hyderabad,2020-02-29,76.36,Telangana
Hyderabad,2020-03-01,76.21,Telangana
Hyderabad,2020-03-02,75.97,Telangana
Hyderabad,2020-03-03,75.92,Telangana
Hyderabad,2020-03-04,75.92,Telangana
Hyderabad,2020-03-05,75.76,Telangana
Hyderabad,2020-03-06,75.6,Telangana
Hyderabad,2020-03-07,75.47,Telangana
Hyderabad,2020-03-08,75.27,Telangana
Hyderabad,2020-03-09,75.02,Telangana
Hyderabad,2020-03-10,74.72,Telangana
Hyderabad,2020-03-11,74.72,Telangana
Hyderabad,2020-03-12,74.54,Telangana
Hyderabad,2020-03-13,74.39,Telangana
Hyderabad,2020-03-14,74.26,Telangana
Hyderabad,2020-03-15,74.12,Telangana
Hyderabad,2020-03-16,73.95,Telangana
Hyderabad,2020-03-17,73.95,Telangana
Hyderabad,2020-03-18,73.95,Telangana
Hyderabad,2020-03-19,73.95,Telangana
Hyderabad,2020-03-20,73.95,Telangana
Hyderabad,2020-03-21,73.95,Telangana
Hyderabad,2020-03-22,73.95,Telangana
Hyderabad,2020-03-23,73.95,Telangana
Hyderabad,2020-03-24,73.95,Telangana
Hyderabad,2020-03-25,73.95,Telangana
Hyderabad,2020-03-26,73.95,Telangana
Hyderabad,2020-03-27,73.95,Telangana
Hyderabad,2020-03-28,73.95,Telangana
Hyderabad,2020-03-29,73.95,Telangana
Hyderabad,2020-03-30,73.95,Telangana
Hyderabad,2020-03-31,73.95,Telangana
Hyderabad,2020-04-01,73.95,Telangana
Hyderabad,2020-04-02,73.95,Telangana
Hyderabad,2020-04-03,73.95,Telangana
Hyderabad,2020-04-04,73.95,Telangana
Hyderabad,2020-04-05,73.95,Telangana
Hyderabad,2020-04-06,73.95,Telangana
Hyderabad,2020-04-07,73.95,Telangana
Hyderabad,2020-04-08,73.95,Telangana
Hyderabad,2020-04-09,73.95,Telangana
Hyderabad,2020-04-10,73.95,Telangana
Hyderabad,2020-04-11,73.95,Telangana
Hyderabad,2020-04-12,73.95,Telangana
Hyderabad,2020-04-13,73.95,Telangana
Hyderabad,2020-04-14,73.95,Telangana
Hyderabad,2020-04-15,73.95,Telangana
Hyderabad,2020-04-16,73.95,Telangana
Hyderabad,2020-04-17,73.95,Telangana
Hyderabad,2020-04-18,73.95,Telangana
Hyderabad,2020-04-20,73.95,Telangana
Hyderabad,2020-04-21,73.95,Telangana
Hyderabad,2020-04-22,73.95,Telangana
Hyderabad,2020-04-23,73.95,Telangana
Hyderabad,2020-04-24,73.95,Telangana
Hyderabad,2020-04-25,73.95,Telangana
Hyderabad,2020-04-26,73.95,Telangana
Hyderabad,2020-04-27,73.95,Telangana
Hyderabad,2020-04-28,73.95,Telangana
Hyderabad,2020-04-29,73.95,Telangana
Hyderabad,2020-04-30,73.95,Telangana
Hyderabad,2020-05-01,73.95,Telangana
Hyderabad,2020-05-02,73.95,Telangana
Hyderabad,2020-05-03,73.95,Telangana
Hyderabad,2020-05-04,73.95,Telangana
Hyderabad,2020-05-05,73.95,Telangana
Hyderabad,2020-05-06,73.95,Telangana
Hyderabad,2020-05-07,73.95,Telangana
Hyderabad,2020-05-08,73.95,Telangana
Hyderabad,2020-05-09,73.95,Telangana
Hyderabad,2020-05-10,73.95,Telangana
Hyderabad,2020-05-11,73.95,Telangana
Hyderabad,2020-05-12,73.95,Telangana
Hyderabad,2020-05-13,73.95,Telangana
Hyderabad,2020-05-14,73.95,Telangana
Hyderabad,2020-05-15,73.95,Telangana
Hyderabad,2020-05-16,73.95,Telangana
Hyderabad,2020-05-17,73.95,Telangana
Hyderabad,2020-05-18,73.95,Telangana
Hyderabad,2020-05-19,73.95,Telangana
Hyderabad,2020-05-20,73.95,Telangana
Hyderabad,2020-05-21,73.95,Telangana
Hyderabad,2020-05-22,73.95,Telangana
Hyderabad,2020-05-23,73.95,Telangana
Hyderabad,2020-05-24,73.95,Telangana
Hyderabad,2020-05-25,73.95,Telangana
Hyderabad,2020-05-26,73.95,Telangana
Hyderabad,2020-05-27,73.95,Telangana
Hyderabad,2020-05-28,73.95,Telangana
Hyderabad,2020-05-29,73.95,Telangana
Hyderabad,2020-05-30,73.95,Telangana
Hyderabad,2020-05-31,73.95,Telangana
Hyderabad,2020-06-01,73.95,Telangana
Hyderabad,2020-06-02,73.95,Telangana
Hyderabad,2020-06-03,73.95,Telangana
Hyderabad,2020-06-04,73.95,Telangana
Hyderabad,2020-06-05,73.95,Telangana
Hyderabad,2020-06-06,73.95,Telangana
Hyderabad,2020-06-07,74.55,Telangana
Hyderabad,2020-06-08,75.15,Telangana
Hyderabad,2020-06-09,75.69,Telangana
Hyderabad,2020-06-10,76.09,Telangana
Hyderabad,2020-06-11,76.69,Telangana
Hyderabad,2020-06-12,77.29,Telangana
Hyderabad,2020-06-13,77.89,Telangana
Hyderabad,2020-06-14,78.49,Telangana
Hyderabad,2020-06-15,79.15,Telangana
Hyderabad,2020-06-16,79.63,Telangana
Hyderabad,2020-06-17,80.2,Telangana
Hyderabad,2020-06-18,80.75,Telangana
Hyderabad,2020-06-19,81.33,Telangana
Hyderabad,2020-06-20,81.86,Telangana
Hyderabad,2020-06-21,82.23,Telangana
Hyderabad,2020-06-22,82.57,Telangana
Hyderabad,2020-06-23,82.77,Telangana
Hyderabad,2020-06-24,82.77,Telangana
Hyderabad,2020-06-25,82.94,Telangana
Hyderabad,2020-06-26,83.16,Telangana
Hyderabad,2020-06-27,83.41,Telangana
Hyderabad,2020-06-28,83.41,Telangana
Hyderabad,2020-06-29,83.47,Telangana
Hyderabad,2020-06-30,83.47,Telangana
Hyderabad,2020-07-01,83.47,Telangana
Hyderabad,2020-07-02,83.47,Telangana
Hyderabad,2020-07-03,83.47,Telangana
Hyderabad,2020-07-04,83.47,Telangana
Hyderabad,2020-07-05,83.47,Telangana
Hyderabad,2020-07-06,83.47,Telangana
Hyderabad,2020-07-07,83.47,Telangana
Hyderabad,2020-07-08,83.47,Telangana
Hyderabad,2020-07-09,83.47,Telangana
Hyderabad,2020-07-10,83.47,Telangana
Hyderabad,2020-07-11,83.47,Telangana
Hyderabad,2020-07-12,83.47,Telangana
Hyderabad,2020-07-13,83.47,Telangana
Hyderabad,2020-07-15,83.47,Telangana
Hyderabad,2020-07-16,83.47,Telangana
Hyderabad,2020-07-17,83.47,Telangana
Hyderabad,2020-07-18,83.47,Telangana
Hyderabad,2020-07-19,83.47,Telangana
Hyderabad,2020-07-20,83.47,Telangana
Hyderabad,2020-07-21,83.47,Telangana
Hyderabad,2020-07-22,83.47,Telangana
Hyderabad,2020-07-23,83.47,Telangana
Hyderabad,2020-07-24,83.47,Telangana
Hyderabad,2020-07-25,83.47,Telangana
Hyderabad,2020-07-26,83.47,Telangana
Hyderabad,2020-07-27,83.47,Telangana
Hyderabad,2020-07-28,83.47,Telangana
Hyderabad,2020-07-29,83.47,Telangana
Hyderabad,2020-07-30,83.47,Telangana
Hyderabad,2020-07-31,83.47,Telangana
Hyderabad,2020-08-01,83.47,Telangana
Hyderabad,2020-08-02,83.47,Telangana
Hyderabad,2020-08-03,83.47,Telangana
Hyderabad,2020-08-04,83.47,Telangana
Hyderabad,2020-08-05,83.47,Telangana
Hyderabad,2020-08-06,83.47,Telangana
Hyderabad,2020-08-07,83.47,Telangana
Hyderabad,2020-08-08,83.47,Telangana
Hyderabad,2020-08-09,83.47,Telangana
Hyderabad,2020-08-10,83.47,Telangana
Hyderabad,2020-08-11,83.47,Telangana
Hyderabad,2020-08-12,83.47,Telangana
Hyderabad,2020-08-13,83.47,Telangana
Hyderabad,2020-08-14,83.47,Telangana
Hyderabad,2020-08-15,83.47,Telangana
Hyderabad,2020-08-16,83.81,Telangana
Hyderabad,2020-08-17,83.97,Telangana
Hyderabad,2020-08-18,84.13,Telangana
Hyderabad,2020-08-19,84.13,Telangana
Hyderabad,2020-08-20,84.24,Telangana
Hyderabad,2020-08-21,84.44,Telangana
Hyderabad,2020-08-22,84.61,Telangana
Hyderabad,2020-08-23,84.75,Telangana
Hyderabad,2020-08-24,84.89,Telangana
Hyderabad,2020-08-25,85.0,Telangana
Hyderabad,2020-08-26,85.0,Telangana
Hyderabad,2020-08-27,85.11,Telangana
Hyderabad,2020-08-28,85.21,Telangana
Hyderabad,2020-08-29,85.21,Telangana
Hyderabad,2020-08-30,85.31,Telangana
Hyderabad,2020-08-31,85.31,Telangana
Hyderabad,2020-09-01,85.37,Telangana
Hyderabad,2020-09-02,85.37,Telangana
Hyderabad,2020-09-03,85.37,Telangana
Hyderabad,2020-09-04,85.37,Telangana
Hyderabad,2020-09-05,85.37,Telangana
Hyderabad,2020-09-06,85.37,Telangana
Hyderabad,2020-09-07,85.37,Telangana
Hyderabad,2020-09-08,85.37,Telangana
Hyderabad,2020-09-09,85.37,Telangana
Hyderabad,2020-09-10,85.27,Telangana
Hyderabad,2020-09-11,85.27,Telangana
Hyderabad,2020-09-12,85.14,Telangana
Hyderabad,2020-09-13,85.14,Telangana
Hyderabad,2020-09-14,84.99,Telangana
Hyderabad,2020-09-15,84.82,Telangana
Hyderabad,2020-09-16,84.82,Telangana
Hyderabad,2020-09-17,84.66,Telangana
Hyderabad,2020-09-18,84.39,Telangana
Hyderabad,2020-09-19,84.39,Telangana
Hyderabad,2020-09-20,84.39,Telangana
Hyderabad,2020-09-21,84.39,Telangana
Hyderabad,2020-09-22,84.31,Telangana
Hyderabad,2020-09-23,84.31,Telangana
Hyderabad,2020-09-24,84.31,Telangana
Hyderabad,2020-09-25,84.31,Telangana
Hyderabad,2020-09-26,84.31,Telangana
Hyderabad,2020-09-27,84.31,Telangana
Hyderabad,2020-09-28,84.31,Telangana
Hyderabad,2020-09-29,84.31,Telangana
Hyderabad,2020-09-30,84.31,Telangana
Hyderabad,2020-10-01,84.31,Telangana
Hyderabad,2020-10-02,84.31,Telangana
Hyderabad,2020-10-03,84.31,Telangana
Hyderabad,2020-10-04,84.31,Telangana
Hyderabad,2020-10-05,84.31,Telangana
Hyderabad,2020-10-06,84.31,Telangana
Hyderabad,2020-10-07,84.31,Telangana
Hyderabad,2020-10-08,84.31,Telangana
Hyderabad,2020-10-09,84.31,Telangana
Hyderabad,2020-10-10,84.31,Telangana
Hyderabad,2020-10-11,84.31,Telangana
Hyderabad,2020-10-12,84.31,Telangana
Hyderabad,2020-10-13,84.31,Telangana
Hyderabad,2020-10-14,84.31,Telangana
Hyderabad,2020-10-15,84.31,Telangana
Hyderabad,2020-10-16,84.31,Telangana
Hyderabad,2020-10-17,84.31,Telangana
Hyderabad,2020-10-18,84.31,Telangana
Hyderabad,2020-10-19,84.31,Telangana
Hyderabad,2020-10-20,84.31,Telangana
Hyderabad,2020-10-21,84.31,Telangana
Hyderabad,2020-10-22,84.31,Telangana
Hyderabad,2020-10-23,84.31,Telangana
Hyderabad,2020-10-24,84.31,Telangana
Hyderabad,2020-10-25,84.31,Telangana
Hyderabad,2020-10-26,84.31,Telangana
Hyderabad,2020-10-27,84.31,Telangana
Hyderabad,2020-10-28,84.31,Telangana
Hyderabad,2020-10-29,84.31,Telangana
Hyderabad,2020-10-30,84.31,Telangana
Hyderabad,2020-10-31,84.31,Telangana
Hyderabad,2020-11-01,84.31,Telangana
Hyderabad,2020-11-02,84.31,Telangana
Hyderabad,2020-11-03,84.31,Telangana
Hyderabad,2020-11-04,84.31,Telangana
Hyderabad,2020-11-05,84.31,Telangana
Hyderabad,2020-11-06,84.31,Telangana
Hyderabad,2020-11-07,84.31,Telangana
Hyderabad,2020-11-08,84.31,Telangana
Hyderabad,2020-11-09,84.31,Telangana
Hyderabad,2020-11-10,84.31,Telangana
Hyderabad,2020-11-11,84.31,Telangana
Hyderabad,2020-11-12,84.31,Telangana
Hyderabad,2020-11-13,84.31,Telangana
Hyderabad,2020-11-14,84.31,Telangana
Hyderabad,2020-11-15,84.31,Telangana
Hyderabad,2020-11-16,84.31,Telangana
Hyderabad,2020-11-17,84.31,Telangana
Hyderabad,2020-11-18,84.31,Telangana
Hyderabad,2020-11-19,84.31,Telangana
Hyderabad,2020-11-20,84.5,Telangana
Hyderabad,2020-11-21,84.63,Telangana
Hyderabad,2020-11-22,84.69,Telangana
Hyderabad,2020-11-23,84.76,Telangana
Hyderabad,2020-11-24,84.82,Telangana
Hyderabad,2020-11-25,84.82,Telangana
Hyderabad,2020-11-26,84.93,Telangana
Hyderabad,2020-11-27,85.13,Telangana
Hyderabad,2020-11-28,85.38,Telangana
Hyderabad,2020-11-29,85.6,Telangana
Hyderabad,2020-11-30,85.6,Telangana
Hyderabad,2020-12-01,85.6,Telangana
Hyderabad,2020-12-02,85.75,Telangana
Hyderabad,2020-12-03,85.93,Telangana
Hyderabad,2020-12-04,86.14,Telangana
Hyderabad,2020-12-05,86.42,Telangana
Hyderabad,2020-12-06,86.71,Telangana
Hyderabad,2020-12-07,87.02,Telangana
Hyderabad,2020-12-08,87.02,Telangana
Hyderabad,2020-12-09,87.02,Telangana
Hyderabad,2020-12-10,87.02,Telangana
Hyderabad,2020-12-11,87.02,Telangana
Hyderabad,2020-12-12,87.02,Telangana
Hyderabad,2020-12-13,87.02,Telangana
Hyderabad,2020-12-14,87.02,Telangana
Hyderabad,2020-12-15,87.02,Telangana
Hyderabad,2020-12-16,87.02,Telangana
Hyderabad,2020-12-17,87.02,Telangana
Hyderabad,2020-12-18,87.02,Telangana
Hyderabad,2020-12-19,87.02,Telangana
Hyderabad,2020-12-20,87.02,Telangana
Hyderabad,2020-12-21,87.02,Telangana
Hyderabad,2020-12-22,87.02,Telangana
Hyderabad,2020-12-23,87.02,Telangana
Hyderabad,2020-12-24,87.02,Telangana
Hyderabad,2020-12-25,87.02,Telangana
Hyderabad,2020-12-26,87.02,Telangana
Hyderabad,2020-12-27,87.02,Telangana
Hyderabad,2020-12-28,87.02,Telangana
Hyderabad,2020-12-29,87.02,Telangana
Hyderabad,2020-12-30,87.02,Telangana
Hyderabad,2020-12-31,87.02,Telangana
Bengaluru,2012-04-01,73.51,Karnataka
Bengaluru,2012-05-24,81.75,Karnataka
Bengaluru,2012-06-03,79.61,Karnataka
Bengaluru,2012-06-29,76.39,Karnataka
Bengaluru,2012-07-24,77.3,Karnataka
Bengaluru,2012-07-25,75.91,Karnataka
Bengaluru,2012-10-09,75.17,Karnataka
Bengaluru,2012-10-27,75.47,Karnataka
Bengaluru,2012-11-16,74.22,Karnataka
Bengaluru,2013-01-01,74.4,Karnataka
Bengaluru,2013-01-18,74.08,Karnataka
Bengaluru,2013-02-16,76.04,Karnataka
Bengaluru,2013-03-02,77.88,Karnataka
Bengaluru,2013-03-16,75.26,Karnataka
Bengaluru,2013-04-02,73.94,Karnataka
Bengaluru,2013-04-16,72.63,Karnataka
Bengaluru,2013-05-01,69.35,Karnataka
Bengaluru,2013-06-01,70.33,Karnataka
Bengaluru,2013-06-16,72.96,Karnataka
Bengaluru,2013-06-29,75.41,Karnataka
Bengaluru,2013-07-15,77.21,Karnataka
Bengaluru,2013-08-01,78.12,Karnataka
Bengaluru,2013-09-01,81.21,Karnataka
Bengaluru,2013-09-14,83.35,Karnataka
Bengaluru,2013-10-01,79.35,Karnataka
Bengaluru,2013-11-01,77.84,Karnataka
Bengaluru,2013-12-21,78.38,Karnataka
Bengaluru,2014-01-04,79.38,Karnataka
Bengaluru,2014-03-01,80.18,Karnataka
Bengaluru,2014-04-01,79.19,Karnataka
Bengaluru,2014-04-16,78.27,Karnataka
Bengaluru,2014-06-07,78.38,Karnataka
Bengaluru,2014-06-25,78.43,Karnataka
Bengaluru,2014-07-01,80.68,Karnataka
Bengaluru,2014-08-01,79.49,Karnataka
Bengaluru,2014-08-15,77.11,Karnataka
Bengaluru,2014-08-31,75.13,Karnataka
Bengaluru,2014-10-01,74.42,Karnataka
Bengaluru,2014-10-15,73.1,Karnataka
Bengaluru,2014-11-01,70.45,Karnataka
Bengaluru,2014-12-01,69.45,Karnataka
Bengaluru,2014-12-16,67.27,Karnataka
Bengaluru,2015-01-17,64.72,Karnataka
Bengaluru,2015-02-04,62.01,Karnataka
Bengaluru,2015-02-16,62.81,Karnataka
Bengaluru,2015-03-01,66.18,Karnataka
Bengaluru,2015-04-02,66.05,Karnataka
Bengaluru,2015-04-15,65.17,Karnataka
Bengaluru,2015-05-01,69.5,Karnataka
Bengaluru,2015-05-16,72.94,Karnataka
Bengaluru,2015-06-16,73.77,Karnataka
Bengaluru,2015-07-01,73.38,Karnataka
Bengaluru,2015-07-15,70.7,Karnataka
Bengaluru,2015-08-01,68.05,Karnataka
Bengaluru,2015-08-15,66.72,Karnataka
Bengaluru,2015-09-01,64.61,Karnataka
Bengaluru,2015-11-01,64.15,Karnataka
Bengaluru,2015-11-16,64.52,Karnataka
Bengaluru,2015-12-01,63.91,Karnataka
Bengaluru,2015-12-16,63.38,Karnataka
Bengaluru,2016-01-01,62.71,Karnataka
Bengaluru,2016-01-16,62.38,Karnataka
Bengaluru,2016-02-01,62.33,Karnataka
Bengaluru,2016-02-17,62.0,Karnataka
Bengaluru,2016-03-01,58.99,Karnataka
Bengaluru,2016-03-17,62.19,Karnataka
Bengaluru,2016-04-05,64.53,Karnataka
Bengaluru,2016-04-16,65.41,Karnataka
Bengaluru,2016-05-01,66.87,Karnataka
Bengaluru,2016-05-17,67.64,Karnataka
Bengaluru,2016-06-01,70.4,Karnataka
Bengaluru,2016-06-16,70.46,Karnataka
Bengaluru,2016-07-01,69.37,Karnataka
Bengaluru,2016-07-15,66.96,Karnataka
Bengaluru,2016-08-01,65.55,Karnataka
Bengaluru,2016-08-15,64.47,Karnataka
Bengaluru,2016-09-01,68.1,Karnataka
Bengaluru,2016-09-15,68.92,Karnataka
Bengaluru,2016-10-01,69.32,Karnataka
Bengaluru,2016-10-05,69.43,Karnataka
Bengaluru,2016-10-15,71.29,Karnataka
Bengaluru,2016-11-06,72.64,Karnataka
Bengaluru,2016-11-16,70.78,Karnataka
Bengaluru,2016-12-01,70.96,Karnataka
Bengaluru,2016-12-17,74.02,Karnataka
Bengaluru,2017-01-01,75.8,Karnataka
Bengaluru,2017-01-16,76.37,Karnataka
Bengaluru,2017-02-23,76.1,Karnataka
Bengaluru,2017-04-01,70.91,Karnataka
Bengaluru,2017-04-16,72.81,Karnataka
Bengaluru,2017-05-01,72.83,Karnataka
Bengaluru,2017-05-16,69.88,Karnataka
Bengaluru,2017-06-01,71.59,Karnataka
Bengaluru,2017-06-16,69.98,Karnataka
Bengaluru,2017-06-19,69.09,Karnataka
Bengaluru,2017-06-21,68.99,Karnataka
Bengaluru,2017-06-22,68.82,Karnataka
Bengaluru,2017-06-23,68.59,Karnataka
Bengaluru,2017-06-26,67.91,Karnataka
Bengaluru,2017-06-27,67.77,Karnataka
Bengaluru,2017-06-28,67.82,Karnataka
Bengaluru,2017-06-29,67.77,Karnataka
Bengaluru,2017-06-30,67.66,Karnataka
Bengaluru,2017-07-03,64.33,Karnataka
Bengaluru,2017-07-04,64.23,Karnataka
Bengaluru,2017-07-05,64.28,Karnataka
Bengaluru,2017-07-06,64.35,Karnataka
Bengaluru,2017-07-07,64.49,Karnataka
Bengaluru,2017-07-10,65.04,Karnataka
Bengaluru,2017-07-11,65.1,Karnataka
Bengaluru,2017-07-12,65.14,Karnataka
Bengaluru,2017-07-13,65.07,Karnataka
Bengaluru,2017-07-14,65.06,Karnataka
Bengaluru,2017-07-17,65.4,Karnataka
Bengaluru,2017-07-18,65.38,Karnataka
Bengaluru,2017-07-19,65.46,Karnataka
Bengaluru,2017-07-20,65.5,Karnataka
Bengaluru,2017-07-21,65.45,Karnataka
Bengaluru,2017-07-24,65.79,Karnataka
Bengaluru,2017-07-25,65.83,Karnataka
Bengaluru,2017-07-26,65.75,Karnataka
Bengaluru,2017-07-27,65.77,Karnataka
Bengaluru,2017-07-28,65.87,Karnataka
Bengaluru,2017-07-31,66.45,Karnataka
Bengaluru,2017-08-01,66.47,Karnataka
Bengaluru,2017-08-02,66.46,Karnataka
Bengaluru,2017-08-04,67.0,Karnataka
Bengaluru,2017-08-07,67.75,Karnataka
Bengaluru,2017-08-08,67.77,Karnataka
Bengaluru,2017-08-09,67.83,Karnataka
Bengaluru,2017-08-10,67.99,Karnataka
Bengaluru,2017-08-11,68.3,Karnataka
Bengaluru,2017-08-14,69.07,Karnataka
Bengaluru,2017-08-16,69.19,Karnataka
Bengaluru,2017-08-17,69.29,Karnataka
Bengaluru,2017-08-18,69.35,Karnataka
Bengaluru,2017-08-21,69.67,Karnataka
Bengaluru,2017-08-22,69.73,Karnataka
Bengaluru,2017-08-23,69.87,Karnataka
Bengaluru,2017-08-24,69.94,Karnataka
Bengaluru,2017-08-28,70.24,Karnataka
Bengaluru,2017-08-29,70.19,Karnataka
Bengaluru,2017-08-30,70.27,Karnataka
Bengaluru,2017-08-31,70.3,Karnataka
Bengaluru,2017-09-01,70.34,Karnataka
Bengaluru,2017-09-04,70.72,Karnataka
Bengaluru,2017-09-05,70.79,Karnataka
Bengaluru,2017-09-07,70.89,Karnataka
Bengaluru,2017-09-08,70.98,Karnataka
Bengaluru,2017-09-11,71.38,Karnataka
Bengaluru,2017-09-12,71.47,Karnataka
Bengaluru,2017-09-13,71.45,Karnataka
Bengaluru,2017-09-14,71.49,Karnataka
Bengaluru,2017-09-15,71.53,Karnataka
Bengaluru,2017-09-19,71.6,Karnataka
Bengaluru,2017-09-20,71.63,Karnataka
Bengaluru,2017-09-21,71.6,Karnataka
Bengaluru,2017-09-22,71.57,Karnataka
Bengaluru,2017-09-25,71.49,Karnataka
Bengaluru,2017-09-26,71.51,Karnataka
Bengaluru,2017-09-27,71.49,Karnataka
Bengaluru,2017-09-28,71.56,Karnataka
Bengaluru,2017-09-29,71.67,Karnataka
Bengaluru,2017-10-03,71.95,Karnataka
Bengaluru,2017-10-04,69.44,Karnataka
Bengaluru,2017-10-06,69.42,Karnataka
Bengaluru,2017-10-09,69.48,Karnataka
Bengaluru,2017-10-10,69.51,Karnataka
Bengaluru,2017-10-11,69.54,Karnataka
Bengaluru,2017-10-12,69.48,Karnataka
Bengaluru,2017-10-13,69.49,Karnataka
Bengaluru,2017-10-16,69.31,Karnataka
Bengaluru,2017-10-17,69.28,Karnataka
Bengaluru,2017-10-18,69.32,Karnataka
Bengaluru,2017-10-24,69.63,Karnataka
Bengaluru,2017-10-25,69.69,Karnataka
Bengaluru,2017-10-26,69.72,Karnataka
Bengaluru,2017-10-30,70.11,Karnataka
Bengaluru,2017-10-31,70.21,Karnataka
Bengaluru,2017-11-02,70.32,Karnataka
Bengaluru,2017-11-03,70.41,Karnataka
Bengaluru,2017-11-06,70.85,Karnataka
Bengaluru,2017-11-07,70.88,Karnataka
Bengaluru,2017-11-09,70.93,Karnataka
Bengaluru,2017-11-10,71.02,Karnataka
Bengaluru,2017-11-13,70.94,Karnataka
Bengaluru,2017-11-14,70.81,Karnataka
Bengaluru,2017-11-15,70.76,Karnataka
Bengaluru,2017-11-16,70.73,Karnataka
Bengaluru,2017-11-17,70.69,Karnataka
Bengaluru,2017-11-20,70.67,Karnataka
Bengaluru,2017-11-21,70.61,Karnataka
Bengaluru,2017-11-22,70.56,Karnataka
Bengaluru,2017-11-23,70.51,Karnataka
Bengaluru,2017-11-24,70.48,Karnataka
Bengaluru,2017-11-27,70.43,Karnataka
Bengaluru,2017-11-28,70.33,Karnataka
Bengaluru,2017-11-29,70.41,Karnataka
Bengaluru,2017-11-30,70.31,Karnataka
Bengaluru,2017-12-01,70.29,Karnataka
Bengaluru,2017-12-05,70.4,Karnataka
Bengaluru,2017-12-06,70.31,Karnataka
Bengaluru,2017-12-07,70.3,Karnataka
Bengaluru,2017-12-08,70.26,Karnataka
Bengaluru,2017-12-11,70.27,Karnataka
Bengaluru,2017-12-12,70.16,Karnataka
Bengaluru,2017-12-13,70.14,Karnataka
Bengaluru,2017-12-15,70.17,Karnataka
Bengaluru,2017-12-18,70.34,Karnataka
Bengaluru,2017-12-19,70.42,Karnataka
Bengaluru,2017-12-20,70.5,Karnataka
Bengaluru,2017-12-22,70.58,Karnataka
Bengaluru,2017-12-26,70.79,Karnataka
Bengaluru,2017-12-27,70.8,Karnataka
Bengaluru,2017-12-28,70.89,Karnataka
Bengaluru,2017-12-29,70.99,Karnataka
Bengaluru,2018-01-01,71.14,Karnataka
Bengaluru,2018-01-02,71.06,Karnataka
Bengaluru,2018-01-03,71.14,Karnataka
Bengaluru,2018-01-05,71.16,Karnataka
Bengaluru,2018-01-08,71.6,Karnataka
Bengaluru,2018-01-09,71.65,Karnataka
Bengaluru,2018-01-10,71.72,Karnataka
Bengaluru,2018-01-11,71.76,Karnataka
Bengaluru,2018-01-12,71.82,Karnataka
Bengaluru,2018-01-15,72.27,Karnataka
Bengaluru,2018-01-16,72.36,Karnataka
